Timestamp,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2022-03-09T20:57:38.332452,484,63,83,1091846,169864,123493,132443,79253,137058,8470,6312
2022-03-09T20:57:38.844391,330,63,83,1091846,169864,123493,132443,79253,137058,8470,6312
2022-03-09T20:57:39.356332,52,66,80,368401,7725,4712,6823,7580,4771,634,981
2022-03-09T20:57:39.868271,225,66,80,368401,7725,4712,6823,7580,4771,634,981
2022-03-09T20:57:40.380212,115,83,80,1851445,141510,6420,100753,163902,107146,18243,2755
2022-03-09T20:57:40.892151,550,83,80,1851445,141510,6420,100753,163902,107146,18243,2755
2022-03-09T20:57:41.404092,433,78,77,2471272,128677,44521,51183,64472,53458,14974,1788
2022-03-09T20:57:41.916031,34,78,77,2471272,128677,44521,51183,64472,53458,14974,1788
2022-03-09T20:57:42.427972,116,75,70,131250,45571,22648,19868,14898,21874,4208,715
2022-03-09T20:57:42.939912,144,75,70,131250,45571,22648,19868,14898,21874,4208,715
2022-03-09T20:57:43.451852,679,78,63,1728923,293820,127186,88644,168567,182588,11267,8219
2022-03-09T20:57:43.963792,377,78,63,1728923,293820,127186,88644,168567,182588,11267,8219
2022-03-09T20:57:44.475731,170,63,67,914996,50911,22255,12556,18822,11757,6392,1688
2022-03-09T20:57:44.987673,65,63,67,914996,50911,22255,12556,18822,11757,6392,1688
2022-03-09T20:57:45.499612,186,51,64,723890,89977,9437,19471,17017,13176,2989,885
2022-03-09T20:57:46.011552,456,51,64,723890,89977,9437,19471,17017,13176,2989,885
2022-03-09T20:57:46.523492,277,35,60,1947503,359514,135774,22704,32501,35874,8120,2729
2022-03-09T20:57:47.035433,257,35,60,1947503,359514,135774,22704,32501,35874,8120,2729
2022-03-09T20:57:47.547372,-39,27,61,990203,273382,108282,78722,87295,101389,32512,3095
2022-03-09T20:57:48.059312,-25,27,61,990203,273382,108282,78722,87295,101389,32512,3095
2022-03-09T20:57:48.571252,438,30,53,2084133,561668,90759,106904,146088,139027,16822,11546
2022-03-09T20:57:49.083192,379,30,53,2084133,561668,90759,106904,146088,139027,16822,11546
2022-03-09T20:57:49.595133,69,37,67,312752,31319,11570,44973,27290,13154,2831,2772
2022-03-09T20:57:50.107072,35,37,67,312752,31319,11570,44973,27290,13154,2831,2772
2022-03-09T20:57:50.619013,178,48,67,694031,318588,65045,65482,26825,70397,29671,12690
2022-03-09T20:57:51.130954,458,48,67,694031,318588,65045,65482,26825,70397,29671,12690
2022-03-09T20:57:51.642893,373,48,67,352029,82240,19654,22412,16873,8068,1649,566
2022-03-09T20:57:52.154833,309,48,67,352029,82240,19654,22412,16873,8068,1649,566
2022-03-09T20:57:52.666773,66,50,80,797872,109344,120615,101037,53341,77685,27303,4666
2022-03-09T20:57:53.178714,58,50,80,797872,109344,120615,101037,53341,77685,27303,4666
2022-03-09T20:57:53.690653,577,54,84,310074,37823,2669,20348,17106,15636,3276,436
2022-03-09T20:57:54.202593,381,54,84,310074,37823,2669,20348,17106,15636,3276,436
2022-03-09T20:57:54.714533,52,61,81,165037,32025,9892,40145,18792,23277,2727,428
2022-03-09T20:57:55.226473,-130,61,81,165037,32025,9892,40145,18792,23277,2727,428
2022-03-09T20:57:55.738413,281,61,74,2113722,197327,33729,20300,26259,37104,12163,4060
2022-03-09T20:57:56.250353,485,61,74,2113722,197327,33729,20300,26259,37104,12163,4060
2022-03-09T20:57:56.762294,420,54,50,193820,108137,17123,3885,18644,19207,4024,2433
2022-03-09T20:57:57.274233,160,54,50,193820,108137,17123,3885,18644,19207,4024,2433
2022-03-09T20:57:57.786173,50,61,47,1915300,131693,36345,66855,126307,100063,15893,4410
2022-03-09T20:57:58.298114,67,56,37,1812711,267169,109010,13597,95421,68444,11410,4825
2022-03-09T20:57:58.810053,572,56,37,1812711,267169,109010,13597,95421,68444,11410,4825
2022-03-09T20:57:59.321994,406,70,40,1762529,148661,29231,51054,85661,107734,14955,2754
2022-03-09T20:57:59.833933,37,70,40,1762529,148661,29231,51054,85661,107734,14955,2754
2022-03-09T20:58:00.345874,-37,64,51,276638,121262,46368,7987,10208,15333,3076,1116
2022-03-09T20:58:00.857814,105,64,51,276638,121262,46368,7987,10208,15333,3076,1116
2022-03-09T20:58:01.369754,503,61,50,650112,145906,32754,40288,71144,65532,22838,10209
2022-03-09T20:58:01.881694,373,61,50,650112,145906,32754,40288,71144,65532,22838,10209
2022-03-09T20:58:02.393634,168,54,41,149672,33849,3442,3541,6357,4395,1254,399
2022-03-09T20:58:02.905575,99,54,41,149672,33849,3442,3541,6357,4395,1254,399
2022-03-09T20:58:03.417515,105,54,60,1308496,38741,60017,77576,32861,76504,21872,7165
2022-03-09T20:58:03.929454,488,54,60,1308496,38741,60017,77576,32861,76504,21872,7165
2022-03-09T20:58:04.441394,469,67,66,569854,92448,32009,60778,27011,49176,16903,5253
2022-03-09T20:58:04.953335,136,67,66,569854,92448,32009,60778,27011,49176,16903,5253
2022-03-09T20:58:05.465274,-20,61,78,280518,44906,7918,52020,40085,20519,2382,576
2022-03-09T20:58:05.977214,1,61,78,280518,44906,7918,52020,40085,20519,2382,576
2022-03-09T20:58:06.489155,315,69,88,1488657,279561,72857,142181,216479,95532,20157,13359
2022-03-09T20:58:07.001094,469,69,88,1488657,279561,72857,142181,216479,95532,20157,13359
2022-03-09T20:58:07.513034,118,69,88,463342,172183,87727,56920,102750,136378,87956,96593
2022-03-09T20:58:08.024974,177,69,88,463342,172183,87727,56920,102750,136378,87956,96593
2022-03-09T20:58:08.536914,58,67,69,923193,175842,61515,17895,44651,107165,11084,5086
2022-03-09T20:58:09.048855,485,67,69,923193,175842,61515,17895,44651,107165,11084,5086
2022-03-09T20:58:09.560795,329,66,75,1637588,278212,93007,420528,157314,208419,46611,12398
2022-03-09T20:58:10.072734,150,66,75,1637588,278212,93007,420528,157314,208419,46611,12398
2022-03-09T20:58:10.584674,-69,77,67,184381,38057,13394,16758,21963,29684,6981,3012
2022-03-09T20:58:11.096615,-19,77,67,184381,38057,13394,16758,21963,29684,6981,3012
2022-03-09T20:58:11.608054,416,75,66,1046812,105028,8485,38062,17889,24702,5023,2070
2022-03-09T20:58:12.119995,261,75,66,1046812,105028,8485,38062,17889,24702,5023,2070
2022-03-09T20:58:12.631935,119,57,69,1205614,212263,54756,43385,77181,39204,28489,6817
2022-03-09T20:58:13.143875,362,57,69,1205614,212263,54756,43385,77181,39204,28489,6817
2022-03-09T20:58:13.655815,147,57,61,653794,40691,18056,12974,8983,15553,5480,549
2022-03-09T20:58:14.167755,250,57,61,653794,40691,18056,12974,8983,15553,5480,549
2022-03-09T20:58:14.679695,173,51,74,1056999,222725,307886,67395,97908,147313,59446,19284
2022-03-09T20:58:15.191634,140,51,74,1056999,222725,307886,67395,97908,147313,59446,19284
2022-03-09T20:58:15.703575,708,51,74,1756904,2493276,196474,627424,107299,247658,46734,45608
2022-03-09T20:58:16.215515,148,51,74,1756904,2493276,196474,627424,107299,247658,46734,45608
2022-03-09T20:58:16.727455,1000,51,74,1242853,126702,27663,30624,17450,15907,2830,1633
